LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus
1362,14850.51,18,485.91,MO,0,0,NULL,72,PAYING
1363,7561.38,18.99,179.21,BW,0,10500,516,130,PAYING
1364,11035.84,18.99,576,MO,0,12800,556,60,PAYING
1365,7976.78,17.7,400.08,MO,0,9975,671,60,PAYING
1366,6439.62,21,317.13,MO,3,7000,561,61,PAYING
1367,9932.72,18.26,382.81,MO,85,9350,535,63,PAYING
1368,9236.21,17,337.13,MO,0,7500,609,72,PAYING
1369,4911.55,18.19,316.48,MO,0,6225,572,55,PAYING
1370,5676.13,22.9,227.33,BW,0,5375,654,136,PAYING
1371,7777.61,22.9,208.44,BW,0,5775,516,130,PAYING
1372,4214.64,19.99,291.34,MO,0,6125,680,60,PAYING
1373,10495.84,18.43,388.99,MO,0,12825,617,72,PAYING
1374,7686.66,19.99,274.78,MO,0,7500,505,70,PAYING
1375,6446.44,21.0007,233.04,MO,350,3600,481,56,CH 13 BANKRUPTCY
1376,8205.38,20.9768,305.62,MO,97,5275,534,67,REPO HOLD
1377,6491.84,18.43,353.47,MO,23,8375,523,60,PAYING
1378,6492.47,18.43,304.02,MO,0,4625,642,72,PAYING
1379,9054.04,18.24,363.86,MO,0,11775,554,73,PAYING
1380,7946.41,18.24,361.38,MO,0,3625,622,72,PAYING
1381,3140.44,18.43,273.91,MO,0,5900,735,66,PAYING
1382,10521.59,18.43,416,MO,0,11825,636,72,PAYING
1383,7536.27,18.43,322.08,MO,1,7475,576,72,PAYING
1384,2741.24,18.43,343.41,MO,0,5800,518,72,PAYING
1385,8838.77,21,418.92,MO,24,4125,590,69,PAYING
1386,10096.53,18.43,309.7,MO,33,9375,469,77,PAYING
1387,5175.23,21,275,MO,4,5625,542,60,PAYING
1388,2647.63,18.24,388.29,MO,0,9175,603,72,PAYING
1389,7465.93,19,296.86,MO,0,6200,623,68,PAYING
1390,2374.1,18.43,363.19,MO,0,7725,656,66,PAYING
1391,8486.63,18.43,389.55,MO,0,11250,655,72,PAYING
1392,9824.53,18.43,414.91,MO,0,16600,486,72,PAYING
1393,8288.81,18.43,356.27,MO,23,10650,603,72,PAYING
1394,9562.06,18.43,357.28,MO,0,11075,596,74,PAYING
1395,3107.77,18.43,275.16,MO,0,5700,628,67,PAYING
1396,4062.4,19.99,217.21,MO,0,5800,598,60,PAYING
1397,6040.48,18.43,354.31,MO,0,9875,690,72,PAYING
1398,7104.58,20.99,324.55,MO,0,8100,512,63,PAYING
1399,5462.15,22.99,405.2,MO,17,9150,548,54,PAYING
1400,8014.28,18.43,320.4,MO,0,10375,558,72,PAYING
1401,4465.72,18.43,296.48,MO,0,8625,596,66,PAYING
1402,8502.28,18.43,361.89,MO,0,9975,571,73,PAYING
1403,7160.16,18.43,280.63,MO,0,8275,590,72,PAYING
1404,8787.62,18.43,367.66,MO,0,11175,547,72,PAYING
1405,12141.6,19.99,446.99,MO,0,13575,648,69,PAYING
1406,8137.04,18.24,339.38,MO,0,11225,634,72,PAYING
1407,4010.11,21,228.7,MO,0,1950,672,66,PAYING
1408,5208.4,18.43,345.76,MO,10,8550,629,76,PAYING
1409,4635.97,19.99,310.45,MO,12,7325,531,54,PAYING
1410,4784.09,20.99,334.36,MO,33,5875,454,64,INSURANCE HOLD
1411,8094.62,18.24,315,MO,0,5250,600,73,PAYING
1412,3903.24,21,309,MO,0,7800,631,67,PAYING
1413,12016.44,18.43,414.71,MO,76,12825,495,74,REPO HOLD
1414,10306.33,18.43,327.32,MO,0,9275,536,77,PAYING
1415,1587,19.99,452.61,MO,0,9325,643,72,PAYING
1416,10713.43,18.43,408,MO,0,12650,559,74,PAYING
1417,5752.82,18.8,372,MO,0,9000,467,60,PAYING
1418,1985.83,24.99,147.8,BW,0,5850,537,117,PAYING
1419,1893.85,29.07,146.82,BW,141,4800,537,78,PAYING
1420,6167.03,18.23,163.77,BW,0,8025,517,147,PAYING
1421,1541.38,26.78,152.11,BW,0,4300,580,104,PAYING
1422,1444.41,19,140.58,BW,0,7250,559,117,PAYING
1423,6510.36,18.23,165.3,BW,0,9900,566,133,PAYING
1424,5062.53,18.62,143.68,BW,6,10475,505,143,PAYING
1425,4034.37,18.23,131.15,BW,7,5400,627,110,PAYING
1426,7057.34,18,289.46,MO,97,5325,642,62,INSURANCE HOLD
1427,5511.15,18.23,392.15,MO,0,7775,546,65,PAYING
1428,3822.6,26,256.28,BW,36,6975,573,110,PAYING
1429,4062.92,24.99,195.92,BW,21,4050,630,112,PAYING
1430,5351.44,24.99,179.79,BW,5,3675,691,115,PAYING
1431,2196.46,24.99,179.03,BW,5,3850,609,108,PAYING
1432,5775.89,24.99,187.25,BW,0,5275,663,115,PAYING
1433,6224.08,23.99,210.84,BW,0,6650,644,115,PAYING
1434,9300.32,24.99,204.09,BW,819,4400,575,105,CH 13 BANKRUPTCY
1435,5027.27,24.95,176,BW,0,4050,719,115,PAYING
1436,14010.32,14.94,337.06,BW,118,15850,588,134,PAYING
1437,6508.6,15,471.5,MO,0,11100,519,61,PAYING
1438,9327.18,20.93,249.45,BW,117,10025,631,137,REPO ASSIGN
1439,6888.91,14.94,210.56,BW,131,9100,612,134,PAYING
1440,8366.44,20.99,541.09,MO,0,10000,546,63,PAYING
1441,12395.14,20.93,323.53,BW,138,16825,521,133,REPO ASSIGN
1442,4859,11.96,247.51,SM,0,10300,605,123,PAYING
1443,7741.57,20.92,227.1,BW,0,11825,607,134,PAYING
1444,6950.77,14.94,232.86,BW,47,9200,494,134,PAYING
1445,15224.25,20.97,523.68,MO,548,10825,524,62,CH 13 BANKRUPTCY
1446,5170.09,17.96,445.62,MO,44,7850,621,61,PAYING
1447,7556.58,19.92,186.56,BW,0,7475,542,130,PAYING
1448,9170.36,14.94,228.82,BW,124,11250,606,130,PAYING
1449,6761.85,20.92,233.68,BW,0,11850,577,133,PAYING
1450,9090.42,20.93,258.83,BW,90,10300,610,134,PAYING
1451,6811.01,17.99,288.57,MO,0,4775,507,67,PAYING
1452,7672.93,14.97,196.23,SM,0,9275,600,125,PAYING
1453,8543.12,20.93,258.83,BW,19,11850,605,136,PAYING
1454,3822.07,18,520,MO,5,9850,666,58,PAYING
1455,8132.86,16.94,250,BW,0,10825,527,123,PAYING
1456,7119.14,16.93,285,BW,12,12525,447,114,PAYING
1457,2439.53,21,462.44,MO,0,5075,0,44,PAYING
1458,11573.76,16.65,265.07,SM,413,13250,493,90,CH 07 BANKRUPTCY
1459,11411.33,24.99,215.21,BW,42,8525,537,137,PAYING
1460,8325.92,24.99,187.94,BW,0,6150,599,134,PAYING
1461,5504.06,24.99,150.88,BW,0,6400,566,122,PAYING
1462,4560.44,24.85,152.77,BW,0,5475,533,108,PAYING
1463,8304.34,24.55,195.79,BW,0,6825,662,132,PAYING
1464,8023.06,24.99,137.49,BW,189,5750,565,141,REPO HOLD
1465,8036.41,18.81,171.61,BW,0,7450,540,132,PAYING
1466,7547.41,23.58,300,MO,31,3300,0,67,PAYING
1467,3940.62,23.8,305.5,MO,0,5150,700,52,PAYING
1468,7983.43,24.99,188.37,BW,0,6925,390,136,PAYING
1469,8283.91,14.99,289.09,MO,71,11825,499,62,PAYING
1470,5627.91,25.0013,334.98,MO,0,6375,0,59,PAYING
1471,2382.72,25,305.05,MO,1,6400,558,50,PAYING
1472,4158.26,16.9974,335.69,MO,0,9525,0,61,PAYING
1473,8807.22,25.0001,414.73,MO,591,6550,580,54,CH 13 BANKRUPTCY
1474,5157.75,24.9985,361.61,MO,56,8125,453,54,PAYING
1475,3693.79,24,348.61,MO,16,7975,0,53,PAYING
1476,3545.2,22.9991,320.51,MO,23,7500,521,50,PAYING
1477,2505.02,25.0002,289.96,MO,3,4000,0,48,PAYING
1478,2442.03,24.9993,311.95,MO,0,5000,0,54,PAYING
1479,10562.11,25.0009,469.18,MO,19,11175,563,62,PAYING
1480,2827.35,25,309.41,MO,8,6400,456,54,PAYING
1481,1731.23,23.9991,352.05,MO,21,4950,546,47,PAYING
1482,5491.83,25,450.75,MO,0,7675,588,56,PAYING
1483,2219.86,25.001,376.34,MO,0,7500,0,51,PAYING
1484,1149.15,23.9993,364.81,MO,0,4825,593,48,PAYING
1485,1747.46,21.55,267.84,BW,0,5325,681,84,PAYING
1486,2108.31,25.38,265.62,BW,0,5700,617,84,PAYING
1487,7002.78,21.55,251.09,BW,97,7600,561,93,PAYING
1488,3930.7,23,360.55,MO,0,6375,0,48,PAYING
1489,3051.92,23,286.99,MO,0,4525,654,48,PAYING
1490,5677.52,22,549.44,MO,5,12300,548,48,PAYING
1491,7004.81,23,549.97,MO,17,6250,626,48,PAYING
1492,3308.4,23,295.13,MO,0,3650,0,48,PAYING
1493,2313.09,23,383.5,MO,0,5625,603,42,PAYING
1494,3932.29,21,395.7,MO,0,8250,775,48,PAYING
1495,5972.63,21,500.48,MO,2,8050,616,62,PAYING
1496,8961.76,21,412.47,MO,42,11050,602,61,PAYING
1497,8324.06,21,444.91,MO,0,14000,569,60,PAYING
1498,4627.24,21,517.38,MO,17,11125,575,48,PAYING
1499,2979.49,21,447.71,MO,22,9000,575,64,INSURANCE PAYMENT
1500,6789.84,21,395.5,MO,0,6825,666,61,PAYING
1501,1935.66,21,507.06,MO,0,7450,648,36,PAYING
1502,9589.91,21,568,MO,0,9050,585,60,PAYING
1503,8762.56,21,366.89,MO,15,7625,580,63,PAYING
1504,12393.9,21,577.27,MO,0,26025,542,60,PAYING
1505,7807.4,21,383.02,MO,0,7875,638,63,PAYING
1506,8116.99,21,464.29,MO,0,11600,614,60,PAYING
1507,2655.74,21,328.3,MO,0,6075,605,48,PAYING
1508,5720.85,21,326.32,MO,1,6050,644,60,PAYING
1509,6083.82,21,582.96,MO,27,10200,698,62,PAYING
1510,8908.19,21,469.7,MO,0,9725,595,61,PAYING
1511,2780.47,21,537.74,MO,0,12950,497,40,PAYING
1512,9208.31,21,521.4,MO,0,11925,506,61,PAYING
1513,2154.01,21,306.93,MO,0,4000,679,60,PAYING
1514,6656.11,14.94,237.87,BW,27,10725,616,130,PAYING
1515,18774.8,17.98,592.8,MO,44,13825,543,69,PAYING
1516,8354.34,20.98,273.98,SM,0,11675,568,120,PAYING
1517,2349.85,14.94,191,BW,0,7550,611,108,PAYING
1518,8357.11,19.93,155.19,BW,0,8400,600,146,PAYING
1519,10144.82,19.93,231.55,BW,0,11650,551,132,PAYING
1520,9701.64,20.92,253.32,BW,0,11100,514,132,PAYING
1521,15458.51,17.93,262.85,BW,306,10500,592,139,CH 07 BANKRUPTCY
1522,9614.61,20.92,155.91,BW,0,7200,561,149,PAYING
1523,13105.03,20.92,328.6,BW,5,17450,598,1790,PAYING
1524,10606.84,19.93,269.05,BW,0,13625,580,130,PAYING
1525,1043.42,16,143.62,MO,0,0,NULL,39,PAYING
1526,2488.48,29.9,1241.78,MO,0,24300,583,50,PAYING
1527,6688.9,26.86,1212.96,MO,18,12600,529,50,PAYING
1528,12906.41,26.81,1212.96,MO,0,26300,642,48,PAYING
1529,3587.78,26.9,901.37,MO,0,20450,556,48,PAYING
1530,5837.55,29.9,1105.4,MO,0,21825,526,48,PAYING
1531,6594.81,26.9,1039.4,MO,0,21475,623,48,PAYING
1532,3995.67,13.99,249.93,MO,43,3400,537,52,PAYING
1533,5633.72,15.95,416.32,MO,14,6175,547,48,PAYING
1534,6518.55,15,201.1,BW,0,8675,553,107,PAYING
1535,6301.22,22.9,212.08,BW,0,7000,495,117,PAYING
1536,1390.91,22.9,228.66,BW,23,4575,633,119,PAYING
1537,9099.61,22.9,212.21,BW,0,7000,587,130,PAYING
1538,5269.93,17.9,200.52,BW,0,7125,481,134,PAYING
1539,12505.96,25.43,278,BW,645,6100,472,84,CH 13 BANKRUPTCY
1540,15981.49,19.55,545,MO,0,17400,507,68,PAYING
1541,6341.46,20.73,450,MO,0,9000,589,48,PAYING
1542,13843.38,18.75,630,MO,0,22000,0,59,PAYING
1543,8512.37,20.14,500,MO,0,10575,0,55,PAYING
1544,14558.74,19.62,600,MO,0,19150,0,65,PAYING
1545,12350.1,19.87,475,MO,44,13550,700,63,PAYING
1546,6558.48,20.19,500,MO,0,9650,608,51,PAYING
1547,4354.07,18.85,502.34,MO,0,12850,637,50,PAYING
1548,5432.69,20.12,355.1,MO,0,9125,547,53,PAYING
1549,10687.8,19.75,478.17,MO,0,15200,0,61,PAYING
1550,9573.74,19.68,500,MO,0,12150,0,58,PAYING
1551,5726.22,20.79,424.77,MO,0,7250,527,50,PAYING
1552,9348.54,20.06,524.11,MO,6,12800,542,52,PAYING
1553,8160.93,15.96,462.26,MO,22,10075,561,50,PAYING
1554,7313.03,18.79,555.02,MO,0,14975,0,54,PAYING
1555,7319.65,22.81,500,MO,0,9625,0,55,PAYING
1556,10206.5,20.79,600,MO,18,14425,0,53,PAYING
1557,6410.25,16.95,245,BW,0,9200,426,105,PAYING
1558,11915.32,16.96,250,BW,122,10275,478,123,REPO ASSIGN
1559,11958.3,16.95,275,BW,62,11825,0,121,PAYING
1560,4707.64,16.97,185,BW,0,5250,588,111,PAYING
1561,5819.84,16.99,500,MO,0,8375,0,53,PAYING
1562,2195.43,23.65,230,BW,0,4800,0,79,PAYING
1563,11470.49,14.94,238.66,BW,12,13475,523,130,PAYING
1564,6161.38,20.92,187,BW,0,7250,528,127,PAYING
1565,6239.28,20.92,200.92,BW,12,7900,567,130,PAYING
1566,10213.11,20.92,192.88,BW,75,9550,611,136,PAYING
1567,4512.16,17.93,173,BW,19,6875,603,131,PAYING
1568,8738.21,17.93,208.55,BW,0,7950,631,130,PAYING
1569,5156.32,14.96,403,MO,0,7900,544,62,PAYING
1570,5398.32,15,298,MO,0,5275,561,66,PAYING
1571,2015.21,14.99,243.56,SM,0,7625,620,82,PAYING
1572,9378.65,20.92,233.48,BW,0,11750,599,130,PAYING
1573,6563.33,19.93,276.57,BW,0,12625,497,108,PAYING
1574,9579.2,19.92,232.89,BW,0,12150,574,130,PAYING
1575,11674.1,19.92,241.29,BW,0,12500,478,136,PAYING
1576,8029.21,17.93,186,BW,0,8975,537,143,PAYING
1577,14491.44,17.93,254.71,BW,5,13800,524,138,PAYING
1578,6917.48,20.92,149,BW,0,6600,536,1993,PAYING
1579,3313.9,11.88,363,MO,0,7900,0,60,PAYING
1580,8390.81,19.93,210,BW,0,9900,544,134,PAYING
1581,11370.98,17.98,545.85,MO,42,11700,548,63,INSURANCE HOLD
1582,6642.03,14.94,137,BW,0,7100,574,143,PAYING
1583,6114.01,18,255.31,SM,0,10225,724,120,PAYING
1584,5847.53,14.89,370,MO,73,6075,566,68,PAYING
1585,4646.13,14.94,170,BW,0,7925,584,143,PAYING
1586,9293.43,19.99,422.44,MO,83,9200,512,66,PAYING
1587,8557.09,20.92,206.92,BW,12,8400,608,134,PAYING
1588,6213.85,14.94,163.54,BW,0,7500,578,130,PAYING
1589,7877.42,19.92,184.3,BW,0,7900,515,130,PAYING
1590,9356.97,20.92,239.05,BW,12,11200,506,127,PAYING
1591,4685.15,9.98,421,MO,0,11325,0,66,PAYING
1592,3305.47,14.97,324.02,MO,0,4725,591,60,PAYING
1593,13679.34,17.93,280.51,BW,8,15250,497,137,PAYING
1594,9572.04,19.99,467.33,MO,7,9825,619,60,PAYING
1595,11605.3,20.92,226.89,BW,16,9625,562,147,PAYING
1596,6558.27,17.93,167.4,BW,0,6975,685,130,PAYING
1597,6839.72,19.92,217,BW,152,7700,617,103,REPO ASSIGN
1598,7458.21,17.99,177,SM,61,7200,578,132,PAYING
1599,4726.53,14.99,212,BW,0,10225,528,132,PAYING
1600,19061.29,20.99,390.62,SM,9,14225,607,132,PAYING
1601,14933.18,17.93,260.63,BW,0,14275,583,139,PAYING
1602,13897.92,19.92,271.73,BW,61,13250,488,135,PAYING
1603,6158.47,17.93,194,BW,0,10100,0,130,PAYING
1604,7500.67,20.92,206,BW,5,8700,575,130,PAYING
1605,3028.04,19.92,171,BW,0,5875,557,144,PAYING
1606,7082.71,17.99,184.45,BW,5,7500,596,137,PAYING
1607,10467.69,17.93,190.99,BW,85,8925,649,142,REPO ASSIGN
1608,5742.49,14.94,205,BW,12,9150,608,142,PAYING
1609,12205.92,17.99,196.03,BW,761,8225,520,130,REPO HOLD
1610,2796.91,9.96,209,BW,0,9950,692,131,PAYING
1611,8342.07,17.98,444.35,MO,19,7575,622,62,PAYING
1612,2886.47,14.94,222,BW,19,7850,566,107,PAYING
1613,15709.09,20.92,251.25,BW,82,11750,490,137,PAYING
1614,13085.01,17.93,267.12,BW,0,13550,516,133,PAYING
1615,5878.05,11.95,192,BW,187,7525,587,117,CH 13 BANKRUPTCY
1616,11387.58,19.98,228.08,SM,0,11150,485,136,PAYING
1617,4852.4,18,216.54,SM,0,7725,604,122,PAYING
1618,7089.28,11.99,172.54,BW,0,7800,584,133,PAYING
1619,2934.4,14.94,235,BW,5,7800,538,104,PAYING
1620,7388.25,14.98,280,MO,15,4925,645,69,PAYING
1621,13497.25,20.92,227.58,BW,215,11700,453,134,REPO HOLD
1622,11688.73,17.93,210.81,BW,19,10400,586,145,PAYING
1623,15336.61,17.99,268.52,BW,12,14650,535,143,PAYING
1624,16567.55,18,303.29,SM,17,14475,549,132,PAYING
1625,15078.57,20.92,249.83,BW,96,11850,578,134,PAYING
1626,4856.95,21.01,355.96,MO,0,6450,0,61,PAYING
1627,4982.41,15,383.65,MO,0,9100,565,61,PAYING
1628,9321.36,11.95,225,BW,0,13475,570,130,PAYING
1629,8934.36,19.99,217.1,BW,0,9550,584,130,PAYING
1630,10717.53,19.85,190.93,BW,12,7575,598,144,PAYING
1631,6134.29,20.92,207.15,BW,12,7600,640,130,PAYING
1632,14611.62,19.93,318.34,BW,0,16175,559,143,PAYING
1633,17222.44,15,244.35,SM,631,13050,515,120,CH 13 BANKRUPTCY
1634,11559.13,19.92,289.91,BW,0,15175,576,130,PAYING
1635,6216.47,14.94,187,BW,12,7400,658,132,PAYING
1636,9084.26,17.99,468.29,MO,0,9550,516,64,PAYING
1637,9276.57,20.92,229.54,BW,0,11500,492,130,PAYING
1638,10928.34,20.92,265.97,BW,0,12200,495,130,PAYING
1639,4556.91,17.99,184.09,BW,0,8650,556,130,PAYING
1640,5019.76,14.95,247.36,BW,5,9375,545,132,PAYING
1641,7314.95,20.01,372.26,MO,0,6850,622,60,PAYING
1642,15448.52,19.99,289.4,BW,0,13550,598,1825,PAYING
1643,4655.96,11.99,372.97,MO,0,8500,655,60,PAYING
1644,15823.54,20.92,225.36,BW,61,9150,519,149,PAYING
1645,6925.34,14.99,178.87,BW,2,7950,617,132,PAYING
1646,3420.38,17.93,259.32,BW,0,10125,543,132,PAYING
1647,8322.28,14.94,174.73,BW,6,7550,588,134,PAYING
1648,11525.12,19.92,214.71,BW,33,10550,472,136,PAYING
1649,13556.26,19.84,272.32,BW,0,12775,521,133,PAYING
1650,8590.32,20.95,495,MO,132,9400,529,63,REPO HOLD
1651,6064.54,14.98,345,MO,0,8600,631,60,PAYING
1652,8250.37,20.99,159.6,BW,173,6075,528,130,REPO HOLD
1653,8300.39,20.92,165.02,BW,0,7450,570,143,PAYING
1654,1864.6,21.98,181.77,BW,0,4275,668,90,PAYING
1655,5881.79,21.99,200.94,BW,20,6675,607,106,PAYING
1656,1251.89,21.99,228.86,BW,6,7350,608,90,PAYING
1657,1747.12,27.72,150,BW,0,8350,541,82,PAYING
1658,3445.56,22.72,300,MO,39,6500,590,46,PAYING
1659,5443.92,16.93,380.05,MO,0,8200,657,48,PAYING
1660,4877.15,16.92,375,MO,53,8725,584,49,PAYING
1661,14590.1,16.86,600,MO,0,18100,556,62,PAYING
1662,7489.08,19.79,450,MO,0,11600,560,58,PAYING
1663,10178.51,16.86,600,MO,0,14225,0,57,PAYING
1664,8922.09,16.95,460,MO,0,15725,0,61,PAYING
1665,7318.59,20.75,500,MO,0,13975,562,52,PAYING
1666,5243.15,16.89,400,MO,0,12250,0,47,PAYING
1667,7999.63,20.29,550,MO,0,10525,0,46,PAYING
1668,3663.98,20.8,500,MO,0,7900,669,40,PAYING
1669,5650.83,20.16,525,MO,0,13300,652,49,PAYING
1670,4726.27,20.8,450,MO,9,8475,660,44,PAYING
1671,14355.86,18.75,650,MO,0,16925,421,53,PAYING
1672,8402.29,19.99,454.67,MO,0,10325,632,60,PAYING
1673,1918.91,22,265.25,MO,0,3850,584,42,PAYING
1674,13256.56,20.7,200,BW,551,8650,500,133,CH 07 BANKRUPTCY
1675,5877.04,23.19,236,BW,0,5500,603,130,PAYING
1676,6098.01,23.9,275,BW,5,12850,469,94,PAYING
1677,8365.48,23.12,210,BW,26,10275,591,130,PAYING
1678,9779.62,16.87,225,BW,0,13625,522,125,PAYING
1679,10705.07,20.21,250,BW,110,10800,527,112,REPO HOLD
1680,9466.02,23.29,250,BW,0,11350,505,120,PAYING
1681,7185.82,20.08,225,BW,61,8600,483,106,PAYING
1682,3962.43,17.14,250,BW,0,11225,676,114,PAYING
1683,3326.63,20.34,250,BW,0,9250,556,98,PAYING
1684,8213.71,19.64,250,BW,124,9850,495,102,PAYING
1685,7705.94,20.58,250,BW,48,9450,527,107,PAYING
1686,8121.89,23.46,250,BW,12,11075,534,114,PAYING
1687,5697.69,20.25,275,BW,40,13225,500,97,PAYING
1688,7187.44,20.61,275,BW,0,9750,593,98,PAYING
1689,5926.68,19.99,284.75,MO,0,6375,644,60,PAYING
1690,1142.84,22.99,305.46,MO,0,7650,719,36,PAYING
1691,2430.7,24.99,260.59,MO,0,5150,549,60,PAYING
1692,2744.89,21.99,258.78,MO,0,2900,554,51,PAYING
1693,5573.36,20.02,372.43,MO,0,8525,656,51,PAYING
1694,7064.25,19.99,450.18,MO,40,13325,599,63,PAYING
1695,9920.81,19.99,439.29,MO,6,12775,693,60,PAYING
1696,5934.72,22.99,397.55,MO,46,6050,592,49,PAYING
1697,2224.98,24.99,424.48,MO,0,10375,661,60,PAYING
1698,1860.6,29.99,287.36,MO,2,2250,615,40,PAYING
1699,1065.17,29.99,255.76,MO,9,3750,550,36,PAYING
1700,1337.17,29.99,296.34,MO,0,4175,578,39,PAYING
1701,1129.2,29.99,387.42,MO,0,5025,517,39,PAYING
1702,12306.37,21,469,MO,0,9825,0,62,PAYING
1703,5876.43,21,349,MO,0,7175,534,55,PAYING
1704,2731.98,21,378,MO,0,6775,514,55,PAYING
1705,7319.83,21,435,MO,16,8550,542,55,PAYING
1706,7176.28,21,274,MO,106,9475,507,63,REPO ASSIGN
1707,2863.22,21,191,MO,0,9600,612,55,PAYING
1708,13012.03,21,558,MO,0,16850,497,62,PAYING
1709,8847.07,21,455,MO,0,13250,583,56,PAYING
1710,4976.58,21,442,MO,0,10450,590,72,PAYING
1711,4565.02,21,406,MO,0,7275,586,54,PAYING
1712,10682.27,21,517,MO,0,15550,568,59,PAYING
1713,9673.88,21,475,MO,0,9900,579,60,PAYING
1714,9135.05,21,396,MO,0,6500,638,62,PAYING
1715,11959.66,21,517,MO,0,14000,629,61,PAYING
1716,7284.69,21,568,MO,134,7000,566,60,REPO HOLD
1717,8240.2,21,436,MO,128,8750,543,54,REPO ASSIGN
1718,5705.97,21,406,MO,0,10075,488,54,PAYING
1719,7550.46,21,406,MO,0,8450,589,58,PAYING
1720,8509.01,21,464,MO,67,11850,537,55,PAYING
1721,5256.55,21,335,MO,68,5325,627,56,PAYING
1722,4595.7,21,389,MO,0,5325,532,54,PAYING
1723,11532.55,21,450,MO,64,10550,612,62,PAYING
1724,9430.83,21,435,MO,7,9400,607,57,PAYING
1725,4790.92,21,364,MO,0,6625,523,57,PAYING
1726,1921.62,18,669,MO,0,12500,570,54,PAYING
1727,1852.02,21,298,MO,0,2300,622,50,PAYING
1728,2577.86,17.04,678.9,MO,0,19450,755,48,PAYING
1729,6307.92,16.89,298.7,BW,40,15350,619,104,PAYING
1730,4214.06,16.9,645.24,MO,0,11100,673,48,PAYING
1731,7592.86,16.81,284.16,BW,26,13950,622,104,PAYING
1732,4102.99,16.82,291.38,BW,82,9625,609,108,PAYING
1733,8981.74,16.82,367.44,BW,0,24025,653,104,PAYING
1734,8607.81,18,265.78,BW,0,14075,603,107,PAYING
1735,11468.13,16.83,312.87,BW,20,15500,566,107,PAYING
1736,5607.25,16.82,277.72,BW,0,11400,714,96,PAYING
1737,2845.03,16.85,280.69,BW,33,7650,653,102,PAYING
1738,6738.58,16.85,349.58,BW,0,14000,645,104,PAYING
1739,8572.67,16.83,319.16,BW,0,13775,594,108,PAYING
1740,5712.04,16.82,254.91,BW,0,10575,636,104,PAYING
1741,4852.91,16.84,397.37,BW,0,15775,676,104,PAYING
1742,2549.43,16.82,280.7,BW,131,9325,659,85,PAYING
1743,7558.68,16.86,345.2,BW,5,18600,632,1584,PAYING
1744,3404.22,16.85,259.24,BW,0,10025,688,104,PAYING
1745,13499.54,16.85,404.41,BW,19,21900,570,106,PAYING
1746,7423.46,16.84,286.21,BW,33,12000,548,106,PAYING
1747,6065.55,16.84,324.58,BW,5,12975,613,104,PAYING
1748,8767.68,16.82,326.99,BW,0,15675,606,104,PAYING
1749,4479.37,16.78,396.9,BW,12,18950,514,108,PAYING
1750,9097.81,16.81,347.96,BW,0,16850,653,104,PAYING
1751,5657.78,16.92,315.89,SM,0,13000,545,96,PAYING
1752,5488.7,16.71,485.26,BW,0,25300,660,98,PAYING
1753,3295.84,16.83,305.58,BW,75,12525,597,108,PAYING
1754,6451.63,16.84,303.57,BW,19,12675,660,108,PAYING
1755,5894.79,16.81,228.62,BW,0,11775,736,104,PAYING
1756,6094.68,16.85,292.81,BW,27,14050,606,99,PAYING
1757,8431.24,16.83,357.55,BW,0,18925,569,104,PAYING
1758,8746.25,16.82,303.89,BW,27,13550,642,105,PAYING
1759,10500.81,16.82,377.99,BW,0,17000,641,104,PAYING
1760,13689.55,16.8023,369.79,BW,54,14150,636,111,PAYING
1761,12830.48,16.8,397.92,BW,0,22000,612,111,PAYING
1762,8183.59,16.7767,322.76,BW,19,17125,603,104,PAYING
1763,3626.25,16.97,376.97,BW,0,18500,630,104,PAYING
1764,3630.52,16.84,446.35,BW,0,21800,646,106,PAYING
1765,3426.37,16.95,300.61,BW,0,15625,565,104,PAYING
1766,8978.34,16.79,312.07,BW,0,18050,566,107,PAYING
1767,10504.19,16.83,391.86,BW,0,18300,605,106,PAYING
1768,1376.39,16.85,360.53,BW,0,15050,672,104,PAYING
1769,2903.68,16.87,302.88,BW,0,14775,684,105,PAYING
1770,9616.97,16.84,297.14,BW,68,14925,618,108,PAYING
1771,2568.75,16.8,333.77,BW,0,17900,709,104,PAYING
1772,3991.07,16.92,284.47,SM,0,11225,603,96,PAYING
1773,7251.87,16.84,300.72,BW,40,11375,606,108,PAYING
1774,20874.82,16.81,493.66,BW,103,28000,533,108,PAYING
1775,1178.22,16.85,277.91,BW,5,12200,631,102,ACCOUNT PAYOFF
1776,8970.16,16.89,425.41,BW,0,15325,754,104,PAYING
1777,4506.28,16.91,302.53,BW,0,9525,713,104,PAYING
1778,10265.62,16.82,421.1,BW,0,26500,634,106,PAYING
1779,5437.77,16.81,321.9,BW,157,13500,544,1598,REPO HOLD
1780,3168.71,16.84,254.46,BW,12,8975,617,111,PAYING
1781,4563.55,16.86,237.43,BW,0,12650,758,104,PAYING
1782,2529.62,16.84,300.72,BW,5,16650,570,107,PAYING
1783,8417.56,16.94,381.8,BW,5,18625,541,106,PAYING
1784,9514.89,16.84,338.85,BW,117,12725,598,108,PAYING
1785,1208.73,16.81,294.29,BW,0,11350,616,99,PAYING
1786,6845.72,16.9,260.98,BW,0,9600,652,104,PAYING
1787,7684.59,16.84,321.27,BW,0,12050,775,104,PAYING
1788,7854.47,16.84,296.04,BW,0,15075,678,109,PAYING
