,LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus,Bad,Mo_Term,Mo_Payment,Rem_Term,Seasoning
223,634,21891.58,18.24,716.2,MO,4,23000.0,575.0,79,PAYING,0,68.0,716.2,41.0,0.39705882352941174
224,635,7678.74,20.03,450.02,MO,31,7750.0,532.0,57,PAYING,0,70.0,450.02,20.0,0.7142857142857143
225,636,6278.61,20.24,374.79,MO,121,5150.0,495.0,51,REPO HOLD,1,62.0,374.79,20.0,0.6774193548387096
226,637,7853.15,16.9,400.0,MO,71,9075.0,563.0,63,PAYING,0,66.0,400.0,23.0,0.6515151515151515
227,638,10282.85,24.9,425.1,MO,905,6800.0,500.0,49,REPO HOLD,1,70.0,425.1,34.0,0.5142857142857142
228,639,12593.24,24.9,448.03,MO,1264,9625.0,536.0,48,REPO HOLD,1,66.0,448.03,43.0,0.3484848484848485
229,640,4728.67,16.94,232.69,BW,33,9075.0,513.0,134,PAYING,0,31.0,502.6104,10.0,0.6774193548387096
230,641,4237.51,15.95,237.31,BW,0,14025.0,562.0,130,PAYING,0,31.0,512.5896,9.0,0.7096774193548387
231,642,2584.18,18.92,464.3,MO,0,9375.0,554.0,57,PAYING,0,68.0,464.3,6.0,0.9117647058823529
232,643,2530.54,16.89,261.37,BW,0,8000.0,579.0,124,PAYING,0,33.0,564.5592,5.0,0.8484848484848485
233,644,1186.74,17.94,258.24,BW,0,9675.0,487.0,117,PAYING,0,35.0,557.7984,2.0,0.9428571428571428
234,645,4238.51,17.97,331.23,SM,25,14850.0,566.0,120,PAYING,0,36.0,662.46,7.0,0.8055555555555556
235,646,2710.67,18.01,415.87,MO,931,6250.0,622.0,55,CH 13 BANKRUPTCY,1,72.0,415.87,7.0,0.9027777777777778
236,647,4357.36,17.93,229.02,BW,0,11925.0,561.0,140,PAYING,0,31.0,494.68320000000006,10.0,0.6774193548387096
237,648,4104.53,15.95,211.69,BW,0,9450.0,644.0,130,PAYING,0,33.0,457.2504,10.0,0.696969696969697
238,649,5237.39,17.94,246.7,BW,12,17725.0,655.0,136,PAYING,0,33.0,532.872,11.0,0.6666666666666666
239,650,2659.93,15.94,275.66,BW,0,10850.0,659.0,143,PAYING,0,27.0,595.4256000000001,5.0,0.8148148148148148
240,651,2942.21,14.9,277.74,BW,0,19775.0,584.0,139,PAYING,0,31.0,599.9184,5.0,0.8387096774193549
241,652,7298.39,17.95,289.52,BW,6,14900.0,612.0,126,PAYING,0,31.0,625.3632,13.0,0.5806451612903226
242,653,6553.36,15.95,269.8,BW,0,15900.0,631.0,132,PAYING,0,32.0,582.768,12.0,0.625
243,654,4163.4,17.93,233.7,BW,97,7075.0,536.0,136,PAYING,0,22.0,504.79200000000003,9.0,0.5909090909090909
244,655,1545.16,18.88,269.45,BW,48,7750.0,523.0,117,PAYING,0,31.0,582.0120000000001,3.0,0.9032258064516129
245,656,1389.73,17.93,245.29,BW,0,11250.0,523.0,134,PAYING,0,31.0,529.8264,3.0,0.9032258064516129
246,657,13119.98,18.45,543.87,MO,0,11975.0,528.0,72,PAYING,0,66.0,543.87,30.0,0.5454545454545454
247,660,11080.31,18.43,416.78,MO,45,10550.0,573.0,72,PAYING,0,71.0,416.78,34.0,0.5211267605633803
248,661,9727.14,18.42,369.44,MO,58,9300.0,577.0,71,PAYING,0,70.0,369.44,34.0,0.5142857142857142
249,662,8743.16,20.98,340.0,MO,1311,3375.0,523.0,46,REPO HOLD,1,66.0,340.0,34.0,0.48484848484848486
250,663,9027.56,21.0,333.95,MO,888,3850.0,440.0,50,REPO HOLD,1,64.0,333.95,37.0,0.421875
251,665,3294.9,27.26,154.48,SM,0,4350.0,539.0,108,PAYING,0,35.0,308.96,12.0,0.6571428571428571
252,666,11395.79,15.99,458.08,MO,0,20800.0,675.0,74,PAYING,0,62.0,458.08,30.0,0.5161290322580645
253,670,6333.05,18.9,478.86,MO,0,10900.0,654.0,60,PAYING,0,66.0,478.86,15.0,0.7727272727272727
254,671,8347.06,21.0,454.98,MO,0,9925.0,652.0,65,PAYING,0,66.0,454.98,22.0,0.6666666666666666
255,672,2245.42,21.0,418.57,MO,17,8075.0,541.0,62,PAYING,0,54.0,418.57,6.0,0.8888888888888888
256,673,4250.99,21.0,486.11,MO,0,10625.0,512.0,60,PAYING,0,66.0,486.11,10.0,0.8484848484848485
257,674,3037.1,21.0,336.75,MO,0,11600.0,795.0,60,PAYING,0,70.0,336.75,10.0,0.8571428571428571
258,676,5218.54,23.99,381.05,MO,0,9475.0,523.0,66,PAYING,0,66.0,381.05,16.0,0.7575757575757576
259,677,5382.4,19.0,822.92,MO,7,16075.0,459.0,62,PAYING,0,66.0,822.92,7.0,0.8939393939393939
260,678,1017.24,18.0,568.84,MO,0,11925.0,497.0,62,PAYING,0,67.0,568.84,2.0,0.9701492537313433
261,680,14969.8,18.44,596.96,MO,118,18200.0,426.0,70,REPO HOLD,0,66.0,596.96,32.0,0.5151515151515151
262,681,3610.36,22.99,257.66,MO,0,5600.0,598.0,60,PAYING,0,68.0,257.66,16.0,0.7647058823529411
263,682,10666.77,18.35,434.23,MO,0,12000.0,522.0,74,PAYING,0,68.0,434.23,31.0,0.5441176470588235
264,683,4955.39,21.99,412.83,MO,0,7725.0,625.0,60,PAYING,0,68.0,412.83,14.0,0.7941176470588235
265,684,8343.85,18.41,392.84,MO,0,10300.0,554.0,70,PAYING,0,68.0,392.84,26.0,0.6176470588235294
266,687,8795.55,20.81,265.0,BW,1125,8100.0,594.0,77,REPO HOLD,1,25.0,572.4000000000001,18.0,0.28
267,688,3034.6,18.4,309.08,MO,0,6825.0,707.0,68,PAYING,0,66.0,309.08,11.0,0.8333333333333334
268,689,2609.65,18.49,327.3,MO,16,10450.0,506.0,67,PAYING,0,66.0,327.3,9.0,0.8636363636363636
269,690,3703.98,23.99,315.0,MO,1,6825.0,569.0,65,PAYING,0,66.0,315.0,14.0,0.7878787878787878
270,691,2040.26,18.58,379.23,MO,0,8425.0,537.0,63,PAYING,0,68.0,379.23,6.0,0.9117647058823529
271,692,5772.26,18.43,386.21,MO,140,9325.0,551.0,69,REPO HOLD,1,68.0,386.21,17.0,0.75
272,693,1346.53,21.99,312.26,MO,0,6475.0,599.0,66,PAYING,0,68.0,312.26,5.0,0.9264705882352942
273,694,1559.83,18.58,459.05,MO,0,18500.0,502.0,63,PAYING,0,69.0,459.05,4.0,0.9420289855072463
274,695,2373.19,22.99,319.37,MO,68,6725.0,570.0,60,PAYING,0,72.0,319.37,8.0,0.8888888888888888
275,696,18747.45,18.37,579.43,MO,0,18775.0,559.0,79,PAYING,0,57.0,579.43,45.0,0.21052631578947367
276,697,9518.56,18.59,615.35,MO,4,15400.0,481.0,60,PAYING,0,67.0,615.35,18.0,0.7313432835820896
277,698,11488.3,18.01,390.0,BW,0,27425.0,659.0,125,PAYING,0,32.0,842.4000000000001,15.0,0.53125
278,699,3475.33,18.09,180.0,BW,0,9225.0,716.0,120,PAYING,0,31.0,388.8,10.0,0.6774193548387096
279,700,8427.57,16.69,600.0,MO,0,17800.0,595.0,65,PAYING,0,71.0,600.0,16.0,0.7746478873239436
280,701,7786.91,20.99,354.33,MO,464,7500.0,648.0,60,INSURANCE HOLD,1,66.0,354.33,28.0,0.5757575757575758
281,702,7379.41,20.52,480.0,MO,1007,5550.0,572.0,48,REPO HOLD,1,73.0,480.0,18.0,0.7534246575342466
282,703,21560.7,18.43,680.88,MO,111,20625.0,537.0,74,REPO HOLD,0,66.0,680.88,44.0,0.3333333333333333
283,704,11974.58,18.59,431.37,MO,18,12975.0,562.0,68,PAYING,0,70.0,431.37,37.0,0.4714285714285714
284,705,8060.49,29.9,1179.36,MO,47,28375.0,603.0,48,PAYING,0,67.0,1179.36,8.0,0.8805970149253731
285,706,5544.85,18.19,215.0,SM,40,10550.0,507.0,116,PAYING,0,34.0,430.0,14.0,0.5882352941176471
286,707,3592.77,17.69,215.0,BW,61,8425.0,529.0,124,PAYING,0,31.0,464.40000000000003,8.0,0.7419354838709677
287,708,4771.19,18.2,215.0,BW,54,6925.0,559.0,120,PAYING,0,31.0,464.40000000000003,11.0,0.6451612903225806
288,709,6794.2,20.99,496.29,MO,23,10525.0,645.0,59,PAYING,0,54.0,496.29,16.0,0.7037037037037037
289,710,8073.31,18.23,379.55,MO,26,10600.0,609.0,77,PAYING,0,68.0,379.55,26.0,0.6176470588235294
290,711,5194.7,23.81,450.55,MO,22,11850.0,616.0,72,PAYING,0,73.0,450.55,13.0,0.821917808219178
291,712,5501.36,23.81,442.76,MO,18,9825.0,617.0,72,PAYING,0,66.0,442.76,14.0,0.7878787878787878
292,713,2208.06,18.0,464.31,MO,0,9350.0,542.0,52,PAYING,0,69.0,464.31,5.0,0.927536231884058
293,714,1802.73,18.0,431.67,MO,17,16000.0,480.0,48,PAYING,0,48.0,431.67,4.0,0.9166666666666666
294,715,2000.32,18.74,374.96,MO,0,9600.0,570.0,60,PAYING,0,68.0,374.96,6.0,0.9117647058823529
295,716,4477.69,22.0,377.08,MO,54,8550.0,570.0,66,PAYING,0,67.0,377.08,14.0,0.7910447761194029
296,717,2356.75,21.0,429.87,MO,0,8400.0,589.0,72,PAYING,0,69.0,429.87,6.0,0.9130434782608695
297,718,3070.94,18.74,324.27,MO,0,9200.0,641.0,60,PAYING,0,69.0,324.27,10.0,0.855072463768116
298,719,2532.09,18.74,307.44,MO,0,6600.0,564.0,60,PAYING,0,63.0,307.44,9.0,0.8571428571428571
299,720,6950.23,24.23,379.16,MO,47,8750.0,593.0,64,PAYING,0,71.0,379.16,23.0,0.676056338028169
300,722,4781.92,23.99,510.46,MO,123,7200.0,523.0,53,REPO ASSIGN,1,59.0,510.46,10.0,0.8305084745762712
301,723,4180.37,17.04,423.0,MO,13,8475.0,606.0,52,PAYING,0,70.0,423.0,11.0,0.8428571428571429
302,724,7447.14,18.01,555.0,MO,3,9300.0,595.0,1923,PAYING,0,66.0,555.0,15.0,0.7727272727272727
303,726,6698.55,17.7,250.0,BW,75,10000.0,690.0,121,PAYING,0,31.0,540.0,14.0,0.5483870967741935
304,727,6404.55,18.07,240.0,BW,26,11350.0,440.0,130,PAYING,0,31.0,518.4000000000001,14.0,0.5483870967741935
305,729,3909.99,16.09,275.0,BW,19,14675.0,663.0,116,PAYING,0,31.0,594.0,7.0,0.7741935483870968
306,730,5977.56,18.09,300.0,BW,0,12150.0,678.0,115,PAYING,0,32.0,648.0,10.0,0.6875
307,731,8274.84,18.08,290.0,BW,8,13625.0,587.0,130,PAYING,0,31.0,626.4000000000001,15.0,0.5161290322580645
308,732,6239.45,17.23,305.0,BW,5,14775.0,608.0,117,PAYING,0,31.0,658.8000000000001,10.0,0.6774193548387096
309,733,3841.03,18.04,275.0,BW,0,10450.0,586.0,106,PAYING,0,31.0,594.0,7.0,0.7741935483870968
310,734,7888.54,18.55,400.48,MO,4,11475.0,514.0,66,PAYING,0,66.0,400.48,24.0,0.6363636363636364
311,735,10118.94,21.99,425.1,MO,63,10425.0,536.0,66,PAYING,0,72.0,425.1,32.0,0.5555555555555556
312,736,8591.86,16.0,458.08,MO,0,14825.0,616.0,66,PAYING,0,73.0,458.08,22.0,0.6986301369863014
313,737,7469.36,18.0,373.36,MO,2,9600.0,491.0,64,PAYING,0,66.0,373.36,24.0,0.6363636363636364
314,738,5627.61,21.99,330.04,MO,22,7175.0,598.0,60,PAYING,0,68.0,330.04,21.0,0.6911764705882353
315,740,8276.93,21.99,493.0,MO,26,9350.0,484.0,56,PAYING,0,69.0,493.0,20.0,0.7101449275362319
316,741,8875.21,19.99,675.13,MO,0,13825.0,669.0,60,PAYING,0,73.0,675.13,15.0,0.7945205479452054
317,742,8017.48,22.26,643.69,MO,0,20475.0,567.0,72,PAYING,0,60.0,643.69,14.0,0.7666666666666667
318,743,4140.87,21.0,368.0,MO,17,5675.0,608.0,66,PAYING,0,60.0,368.0,13.0,0.7833333333333333
319,744,1625.32,21.0,443.0,MO,0,11050.0,581.0,54,PAYING,0,68.0,443.0,4.0,0.9411764705882353
320,746,2117.32,21.0,392.0,MO,0,6700.0,615.0,54,PAYING,0,68.0,392.0,6.0,0.9117647058823529
321,747,2074.81,21.0,467.0,MO,214,12500.0,529.0,61,CH 13 BANKRUPTCY,1,73.0,467.0,5.0,0.9315068493150684
322,748,3958.65,21.0,406.0,MO,27,7400.0,584.0,54,PAYING,0,69.0,406.0,11.0,0.8405797101449275
323,749,1965.32,21.0,421.0,MO,0,8350.0,514.0,54,PAYING,0,73.0,421.0,5.0,0.9315068493150684
324,750,2394.72,21.0,306.0,MO,0,4925.0,685.0,56,PAYING,0,66.0,306.0,8.0,0.8787878787878788
325,752,2216.06,21.0,407.0,MO,0,7900.0,485.0,54,PAYING,0,70.0,407.0,6.0,0.9142857142857143
326,753,1636.46,21.0,214.0,MO,0,6425.0,595.0,60,PAYING,0,66.0,214.0,8.0,0.8787878787878788
327,754,3209.97,21.0,334.0,MO,76,7000.0,623.0,55,INSURANCE HOLD,0,60.0,334.0,11.0,0.8166666666666667
328,755,3039.62,21.0,406.0,MO,0,7900.0,547.0,54,PAYING,0,66.0,406.0,8.0,0.8787878787878788
329,756,5222.4,21.0,369.0,MO,0,5525.0,541.0,62,PAYING,0,68.0,369.0,16.0,0.7647058823529411
330,757,2378.25,21.0,401.0,MO,14,6275.0,562.0,55,PAYING,0,66.0,401.0,6.0,0.9090909090909091
331,758,4427.27,26.98,283.17,MO,0,5900.0,655.0,62,PAYING,0,69.0,283.17,19.0,0.7246376811594203
332,759,7004.44,16.18,241.13,SM,2,9425.0,672.0,120,PAYING,0,32.0,482.26,16.0,0.5
333,760,6999.15,16.15,525.05,MO,31,11025.0,590.0,60,REPO HOLD,0,66.0,525.05,15.0,0.7727272727272727
334,761,5463.41,16.16,475.45,MO,0,8975.0,614.0,59,PAYING,0,66.0,475.45,13.0,0.803030303030303
335,762,1998.94,15.96,202.96,SM,0,9850.0,636.0,108,PAYING,0,33.0,405.92,5.0,0.8484848484848485
336,763,5516.3,16.18,268.53,SM,0,12350.0,569.0,120,PAYING,0,27.0,537.06,11.0,0.5925925925925926
337,764,6561.18,16.14,263.22,SM,0,10675.0,659.0,118,PAYING,0,31.0,526.44,14.0,0.5483870967741935
338,765,6293.23,15.19,276.0,SM,0,12525.0,601.0,120,PAYING,0,37.0,552.0,12.0,0.6756756756756757
339,766,6584.06,18.07,200.0,BW,0,13300.0,566.0,141,PAYING,0,26.0,432.0,17.0,0.34615384615384615
340,767,3796.01,17.8,457.22,MO,31,10600.0,569.0,50,PAYING,0,66.0,457.22,9.0,0.8636363636363636
341,768,4434.02,19.75,268.77,MO,130,5625.0,546.0,60,REPO ASSIGN,1,67.0,268.77,19.0,0.7164179104477612
342,769,3201.49,24.15,420.0,MO,68,8500.0,534.0,42,PAYING,0,66.0,420.0,8.0,0.8787878787878788
343,770,5184.57,23.33,570.96,MO,7,11625.0,565.0,52,PAYING,0,70.0,570.96,10.0,0.8571428571428571
344,771,4668.09,23.38,175.0,BW,1227,1900.0,610.0,73,REPO HOLD,1,31.0,378.0,14.0,0.5483870967741935
345,772,8171.51,27.0,220.0,BW,6,9300.0,479.0,139,PAYING,0,31.0,475.20000000000005,22.0,0.2903225806451613
346,773,3048.49,19.9,280.0,MO,60,4300.0,588.0,51,PAYING,0,54.0,280.0,12.0,0.7777777777777778
347,774,7652.44,21.0,469.17,MO,43,8725.0,548.0,64,PAYING,0,64.0,469.17,19.0,0.703125
348,775,5740.85,21.0,421.92,MO,64,5825.0,594.0,52,PAYING,0,56.0,421.92,16.0,0.7142857142857143
349,776,12312.1,21.0,405.59,MO,1138,6500.0,601.0,60,REPO HOLD,1,66.0,405.59,44.0,0.3333333333333333
350,777,5781.27,21.0,464.63,MO,0,10725.0,597.0,60,PAYING,0,66.0,464.63,14.0,0.7878787878787878
351,778,4667.11,26.0,368.49,MO,0,7475.0,611.0,63,PAYING,0,55.0,368.49,15.0,0.7272727272727273
352,779,5754.73,28.0,327.3,MO,0,6550.0,634.0,62,PAYING,0,70.0,327.3,23.0,0.6714285714285714
353,780,4679.27,26.0,414.87,MO,0,7700.0,647.0,55,PAYING,0,66.0,414.87,13.0,0.803030303030303
354,781,5147.35,26.0,398.0,MO,25,7125.0,578.0,55,PAYING,0,66.0,398.0,15.0,0.7727272727272727
355,782,5176.58,28.0,468.13,MO,0,9100.0,634.0,59,PAYING,0,69.0,468.13,13.0,0.8115942028985508
356,783,4892.25,26.0,392.08,MO,0,11650.0,578.0,60,PAYING,0,71.0,392.08,15.0,0.7887323943661971
357,784,5013.68,26.0,419.17,MO,0,9175.0,571.0,60,PAYING,0,77.0,419.17,14.0,0.8181818181818182
358,785,8400.66,22.0,300.0,MO,1153,3625.0,420.0,43,REPO HOLD,1,68.0,300.0,40.0,0.4117647058823529
359,786,3795.8,22.0,250.0,MO,0,2900.0,503.0,59,PAYING,0,69.0,250.0,18.0,0.7391304347826086
360,787,2055.16,20.5,543.0,MO,17,7175.0,521.0,50,PAYING,0,68.0,543.0,4.0,0.9411764705882353
361,788,4057.47,20.4,515.0,MO,31,7000.0,582.0,51,PAYING,0,71.0,515.0,9.0,0.8732394366197183
362,789,1220.49,15.21,207.0,SM,0,6850.0,648.0,120,PAYING,0,36.0,414.0,3.0,0.9166666666666666
363,790,1730.86,14.16,226.0,SM,8,10325.0,660.0,120,PAYING,0,34.0,452.0,4.0,0.8823529411764706
364,791,2573.08,15.13,242.72,SM,0,8475.0,673.0,120,PAYING,0,35.0,485.44,6.0,0.8285714285714286
365,792,3370.44,15.17,251.82,SM,0,9700.0,591.0,122,PAYING,0,33.0,503.64,7.0,0.7878787878787878
366,793,3740.52,21.5,375.0,MO,53,6425.0,581.0,54,PAYING,0,66.0,375.0,11.0,0.8333333333333334
367,794,12649.83,19.9,539.16,MO,0,12725.0,479.0,70,PAYING,0,68.0,539.16,30.0,0.5588235294117647
368,795,7730.41,22.0,544.68,MO,71,14700.0,589.0,54,PAYING,0,66.0,544.68,17.0,0.7424242424242424
369,796,4949.41,23.0,428.05,MO,187,5900.0,608.0,48,REPO HOLD,1,68.0,428.05,13.0,0.8088235294117647
370,797,5109.67,18.03,275.0,BW,0,9500.0,636.0,129,PAYING,0,31.0,594.0,9.0,0.7096774193548387
371,799,3064.89,13.57,250.0,BW,0,13800.0,622.0,116,PAYING,0,31.0,540.0,6.0,0.8064516129032258
372,802,12904.7,18.09,285.0,BW,75,13825.0,669.0,134,PAYING,0,28.0,615.6,25.0,0.10714285714285714
373,803,5745.57,18.03,296.0,BW,47,9750.0,605.0,129,PAYING,0,29.0,639.36,10.0,0.6551724137931034
374,804,4592.45,23.33,509.92,MO,0,11325.0,463.0,52,PAYING,0,63.0,509.92,10.0,0.8412698412698413
375,805,4785.95,23.37,260.16,MO,823,3975.0,414.0,48,REPO HOLD,1,66.0,260.16,23.0,0.6515151515151515
376,806,11959.13,18.45,592.57,MO,0,14150.0,667.0,69,PAYING,0,48.0,592.57,24.0,0.5
377,807,5477.8,18.65,295.8,MO,0,6400.0,556.0,62,PAYING,0,64.0,295.8,22.0,0.65625
378,808,10725.81,18.0,423.76,MO,110,10450.0,524.0,68,REPO HOLD,0,66.0,423.76,32.0,0.5151515151515151
379,809,6965.27,21.31,359.01,MO,1,5100.0,589.0,68,PAYING,0,72.0,359.01,24.0,0.6666666666666666
380,810,7317.54,17.22,465.09,MO,0,8975.0,529.0,62,PAYING,0,72.0,465.09,18.0,0.75
381,811,2468.46,16.88,379.06,MO,13,6625.0,509.0,47,PAYING,0,66.0,379.06,7.0,0.8939393939393939
382,812,3676.84,16.87,373.97,MO,27,8850.0,458.0,47,PAYING,0,66.0,373.97,11.0,0.8333333333333334
383,814,17529.88,29.9,1133.98,MO,223,21225.0,582.0,50,REPO HOLD,1,66.0,1133.98,20.0,0.696969696969697
384,815,3356.55,27.89,198.4,BW,35,4400.0,550.0,103,PAYING,0,32.0,428.54400000000004,9.0,0.71875
385,816,5551.21,23.0,452.35,MO,0,6975.0,541.0,55,PAYING,0,66.0,452.35,14.0,0.7878787878787878
386,817,1021.36,20.38,415.0,MO,0,4000.0,597.0,50,PAYING,0,68.0,415.0,3.0,0.9558823529411765
387,818,1674.76,20.34,500.0,MO,65,7250.0,540.0,48,PAYING,0,68.0,500.0,3.0,0.9558823529411765
388,819,4022.58,20.35,480.0,MO,3,6225.0,681.0,54,PAYING,0,66.0,480.0,9.0,0.8636363636363636
389,820,1497.34,20.0,427.75,MO,4,13150.0,483.0,49,PAYING,0,60.0,427.75,4.0,0.9333333333333333
390,822,10055.43,16.85,250.0,BW,922,9000.0,567.0,132,REPO HOLD,1,25.0,540.0,22.0,0.12
391,823,4650.69,23.99,370.32,MO,48,5625.0,536.0,51,PAYING,0,72.0,370.32,15.0,0.7916666666666666
392,824,7810.69,21.99,390.24,MO,0,8350.0,485.0,62,PAYING,0,61.0,390.24,25.0,0.5901639344262295
393,826,8802.77,23.02,494.77,MO,0,8550.0,505.0,64,PAYING,0,66.0,494.77,22.0,0.6666666666666666
394,827,6430.21,23.99,416.58,MO,2,7350.0,480.0,54,PAYING,0,66.0,416.58,19.0,0.7121212121212122
395,828,3249.16,23.82,575.0,MO,448,12500.0,556.0,48,CH 13 BANKRUPTCY,1,65.0,575.0,6.0,0.9076923076923077
396,829,2662.92,20.99,377.9,MO,3,8375.0,543.0,73,PAYING,0,60.0,377.9,8.0,0.8666666666666667
397,830,5787.43,18.8,361.47,MO,78,9050.0,503.0,67,PAYING,0,67.0,361.47,19.0,0.7164179104477612
398,831,2659.16,21.0,276.05,MO,0,7575.0,627.0,62,PAYING,0,68.0,276.05,11.0,0.8382352941176471
399,832,4372.21,18.74,336.66,MO,0,8600.0,654.0,62,PAYING,0,66.0,336.66,15.0,0.7727272727272727
400,833,12860.05,19.5,626.75,MO,8,13275.0,620.0,77,PAYING,0,66.0,626.75,25.0,0.6212121212121212
401,834,4421.17,22.0,364.69,MO,97,9050.0,660.0,67,PAYING,0,66.0,364.69,14.0,0.7878787878787878
402,835,3786.25,18.74,324.92,MO,0,8200.0,641.0,60,PAYING,0,70.0,324.92,13.0,0.8142857142857143
403,836,4336.74,18.74,374.07,MO,0,10275.0,641.0,60,PAYING,0,70.0,374.07,13.0,0.8142857142857143
404,837,3495.74,18.0,343.83,MO,0,10400.0,639.0,60,PAYING,0,70.0,343.83,11.0,0.8428571428571429
405,838,5972.73,22.0,164.88,BW,0,5650.0,561.0,138,PAYING,0,31.0,356.1408,20.0,0.3548387096774194
406,839,5154.62,23.6,354.19,MO,0,7900.0,551.0,60,PAYING,0,67.0,354.19,17.0,0.746268656716418
407,840,2057.03,24.99,220.56,BW,75,7350.0,621.0,127,PAYING,0,34.0,476.4096,5.0,0.8529411764705882
408,850,2154.51,21.0,435.0,MO,0,7750.0,728.0,54,PAYING,0,70.0,435.0,5.0,0.9285714285714286
409,851,2474.83,21.0,406.0,MO,0,6425.0,571.0,55,PAYING,0,66.0,406.0,7.0,0.8939393939393939
410,852,6721.97,21.0,436.0,MO,32,10800.0,458.0,60,PAYING,0,66.0,436.0,18.0,0.7272727272727273
411,853,10198.17,21.0,490.0,MO,31,5000.0,610.0,67,PAYING,0,68.0,490.0,26.0,0.6176470588235294
412,855,3746.89,21.0,435.0,MO,0,6950.0,502.0,58,PAYING,0,66.0,435.0,9.0,0.8636363636363636
413,856,3158.48,27.92,162.96,BW,579,2925.0,503.0,80,CH 13 BANKRUPTCY,1,33.0,351.9936,10.0,0.696969696969697
414,857,5338.9,17.5,316.32,MO,1,7900.0,546.0,62,PAYING,0,66.0,316.32,20.0,0.696969696969697
415,858,14143.87,17.79,622.07,MO,1082,14900.0,698.0,48,REPO HOLD,1,68.0,622.07,28.0,0.5882352941176471
416,859,1000.5,21.0,355.0,MO,0,7000.0,611.0,60,PAYING,0,54.0,355.0,3.0,0.9444444444444444
417,860,2580.75,21.0,341.0,MO,0,3650.0,551.0,60,CH 07 BANKRUPTCY,0,66.0,341.0,8.0,0.8787878787878788
418,861,6669.92,21.0,423.0,MO,0,8125.0,566.0,61,PAYING,0,70.0,423.0,19.0,0.7285714285714285
419,862,1524.05,27.92,141.52,BW,76,3350.0,546.0,90,PAYING,0,31.0,305.68320000000006,5.0,0.8387096774193549
420,863,12554.49,18.5,497.48,MO,0,14000.0,613.0,69,PAYING,0,67.0,497.48,32.0,0.5223880597014925
421,864,10968.19,18.0,469.55,MO,0,13275.0,449.0,66,PAYING,0,67.0,469.55,29.0,0.5671641791044776
422,865,7944.57,17.49,307.48,MO,0,8750.0,658.0,72,PAYING,0,66.0,307.48,33.0,0.5
423,866,17433.18,18.0,494.52,MO,107,11750.0,574.0,73,REPO ASSIGN,0,73.0,494.52,51.0,0.3013698630136986
424,867,14369.8,18.01,530.0,MO,1066,7300.0,617.0,61,REPO HOLD,1,72.0,530.0,35.0,0.5138888888888888
425,868,8317.99,18.07,515.0,MO,973,7400.0,501.0,66,REPO HOLD,1,66.0,515.0,19.0,0.7121212121212122
426,869,8639.35,17.99,280.0,BW,634,7375.0,616.0,103,REPO HOLD,1,31.0,604.8000000000001,16.0,0.4838709677419355
427,871,9629.12,22.99,297.37,MO,945,5725.0,546.0,60,REPO HOLD,1,68.0,297.37,51.0,0.25
428,873,6573.69,19.99,419.52,MO,53,12475.0,547.0,55,PAYING,0,56.0,419.52,18.0,0.6785714285714286
429,874,6896.84,20.99,260.68,BW,0,13825.0,501.0,126,PAYING,0,32.0,563.0688,14.0,0.5625
430,875,2586.88,16.98,478.0,MO,18,8250.0,676.0,62,PAYING,0,69.0,478.0,6.0,0.9130434782608695
431,876,4050.83,20.38,515.0,MO,0,7000.0,566.0,52,PAYING,0,66.0,515.0,9.0,0.8636363636363636
432,878,5638.35,23.99,470.0,MO,2,6475.0,515.0,54,PAYING,0,70.0,470.0,14.0,0.8
433,879,7347.45,17.01,515.0,MO,83,8675.0,526.0,54,PAYING,0,67.0,515.0,16.0,0.7611940298507462
434,880,5298.1,23.96,505.0,MO,1,5100.0,634.0,55,PAYING,0,69.0,505.0,12.0,0.8260869565217391
435,881,1076.4,23.95,515.0,MO,0,6575.0,526.0,48,PAYING,0,69.0,515.0,2.0,0.9710144927536232
436,882,4598.14,20.32,500.0,MO,67,7250.0,526.0,50,PAYING,0,66.0,500.0,10.0,0.8484848484848485
437,883,6608.02,18.6,311.23,MO,0,11100.0,633.0,69,PAYING,0,75.0,311.23,26.0,0.6533333333333333
438,884,5096.07,18.23,405.88,MO,0,10650.0,559.0,72,PAYING,0,62.0,405.88,14.0,0.7741935483870968
439,885,1257.55,20.3,485.0,MO,0,7675.0,561.0,48,PAYING,0,69.0,485.0,3.0,0.9565217391304348
440,886,1053.7,20.37,485.0,MO,0,7050.0,603.0,48,PAYING,0,71.0,485.0,2.0,0.971830985915493
441,887,2106.53,23.97,515.0,MO,83,4650.0,634.0,48,PAYING,0,66.0,515.0,4.0,0.9393939393939394
442,888,3798.5,23.91,510.0,MO,0,6375.0,581.0,51,PAYING,0,63.0,510.0,8.0,0.873015873015873
443,890,3409.27,16.94,455.0,MO,0,6550.0,631.0,50,PAYING,0,70.0,455.0,8.0,0.8857142857142857
444,891,2228.09,17.03,514.0,MO,0,9175.0,557.0,49,PAYING,0,70.0,514.0,5.0,0.9285714285714286
445,892,3488.12,20.36,516.0,MO,0,7000.0,572.0,52,PAYING,0,68.0,516.0,7.0,0.8970588235294118
446,893,6381.76,20.38,515.0,MO,26,6800.0,519.0,50,PAYING,0,58.0,515.0,14.0,0.7586206896551724
447,894,1670.39,23.94,533.0,MO,0,8125.0,575.0,48,PAYING,0,70.0,533.0,3.0,0.9571428571428572
